,lineIndex,rxPos_1,rxPos_2,rxPosInd_1,rxPosInd_2,linkState,aoaAzResult_1,aoaAzResult_2,aoaAzResult_3,aoaAzResult_4,aoaAzResult_5,aodAzResult_1,aodAzResult_2,aodAzResult_3,aodAzResult_4,aodAzResult_5,snrResult_1,snrResult_2,snrResult_3,snrResult_4,snrResult_5,peakFracResult_1,peakFracResult_2,peakFracResult_3,peakFracResult_4,peakFracResult_5
0,25495,8.3,-0.1,1,56,1,-42,-104,-79,-137,133,135.0,157.5,135.0,142.5,135.0,52.2936524372939,35.8903468595084,22.0263840286298,26.4957430895227,18.7978949901685,13.996402852551201,17.6966279337591,8.80541454650463,22.4938413055608,14.639194099391501
1,25496,8.45,-0.1,1,57,1,-44,-111,-82,-29,-144,135.0,157.5,67.5,135.0,150.0,52.0307111338261,45.76427779347979,28.1137499643098,18.886270695039002,13.128311361066899,14.363643394431698,23.033765880633002,15.5497788087322,14.222549058754401,17.0503182698587
2,25497,8.6,-0.1,1,58,1,-46,-109,-95,-82,-30,135.0,157.5,142.5,-172.5,165.0,48.988497949652995,43.53284992407661,29.1393916610651,15.4855967969207,8.30580682075788,13.2863719876406,12.715317922454,14.0219384034075,10.813730785889799,13.560773217582
3,25498,8.75,-0.1,1,59,1,-49,-110,-96,-132,-14,127.5,165.0,142.5,157.5,15.0,48.4792986301526,45.075935148146804,26.4789213510472,10.119484472719302,9.827613451965359,12.2182676916948,21.8989059557266,16.538381014789,18.5275578027175,24.9571947263547
4,25499,8.9,-0.1,1,60,1,-51,-100,-114,-91,-14,127.5,165.0,150.0,157.5,7.5,50.653891784231995,43.018388591740894,25.30566140695,13.9881297823443,6.120302387715981,11.2393195861251,20.3471627041303,17.0689382930242,10.508810687716801,24.6266136695364
5,25500,9.05,-0.1,1,61,1,-54,-115,-126,-102,-127,127.5,165.0,150.0,150.0,142.5,51.798306601231204,35.2892240268909,18.847915288817802,12.4867945171145,-3.76617999913492,10.5045401754089,20.6535531246925,10.3375615791583,14.9835612425195,9.42628104498419
6,25501,9.2,-0.1,1,62,1,-57,-109,-139,-120,-121,120.0,165.0,157.5,120.0,142.5,50.981007204456205,31.253078130603104,19.354059176992898,6.88822053664762,4.03231811602473,10.031027283638801,17.999952624170803,15.2667261965874,7.934444953282171,10.345219999514699
7,25502,9.35,-0.1,1,63,1,-62,-123,-142,174,-33,120.0,165.0,157.5,165.0,120.0,50.543665883586904,26.8289576894658,18.4266209599655,8.09976767839237,6.8477642513909105,9.978572205073839,18.711947113706803,15.6263738378139,9.14159721945217,8.57252711908128
8,25503,9.5,-0.1,1,64,1,-66,-130,-110,-112,-14,112.5,157.5,172.5,-157.5,15.0,48.552141572055596,24.809378305861603,9.99954303262564,7.60988906827492,0.1540098617848,10.4321557260335,13.1969038252164,12.2238395457487,11.0844238121088,13.333954272757099
9,25504,9.65,-0.1,1,65,1,-69,-152,-121,-110,-135,112.5,157.5,150.0,-157.5,142.5,52.4326529286938,22.494663761281398,15.534001496184,13.8613241819452,-0.17342298526176597,11.450240168610401,12.1762275822299,12.1572174912663,18.6657506628872,14.521007880206302
10,25505,9.8,-0.1,1,66,1,-73,-151,-116,-108,-17,105.0,157.5,-157.5,180.0,15.0,52.272449757478704,26.067641460197397,18.2276088503134,7.416726769253731,8.8693091446757,13.004779922809599,17.441927869431698,23.2569748647467,9.335174625135911,23.877370281813302
11,25506,9.95,-0.1,1,67,1,-77,-116,-150,-47,-95,105.0,-150.0,157.5,-37.5,112.5,49.5611599790753,27.235094737425104,12.5638832064349,0.438182500530843,-1.68679526995976,14.894700020257401,25.6520608240874,16.8808592766253,11.444112327841498,13.4228291018988
12,25507,10.1,-0.1,1,68,1,-81,-117,-152,-19,-94,97.5,-150.0,157.5,15.0,37.5,52.408307770177004,34.731545323551394,23.061826855621902,5.16808221605254,-4.8913521134949205,16.8099007328202,25.697378135336102,19.2111110744535,22.8935978669878,13.782145562214
