,lineIndex,rxPos_1,rxPos_2,rxPosInd_1,rxPosInd_2,linkState,aoaAzResult_1,aoaAzResult_2,aoaAzResult_3,aoaAzResult_4,aoaAzResult_5,aodAzResult_1,aodAzResult_2,aodAzResult_3,aodAzResult_4,aodAzResult_5,snrResult_1,snrResult_2,snrResult_3,snrResult_4,snrResult_5,peakFracResult_1,peakFracResult_2,peakFracResult_3,peakFracResult_4,peakFracResult_5
0,18261,3.2,-6.85,46,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,18100,3.05,-7.0,47,21,3,-97,38,93,-163,-13,172.5,67.5,-150.0,52.5,-97.5,2.2829127829287996,-0.628927980357275,0.813726635122634,4.1993256515122495,3.4745899969019503,5.24436737945204,2.48689865980285,3.41789047723714,5.91675977533695,5.2770257739137305
2,18101,3.2,-7.0,47,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,18102,3.35,-7.0,47,23,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17938,2.75,-7.15,48,19,3,-100,-160,-111,-24,2,-30.0,-112.5,-45.0,-112.5,-150.0,3.8312637748899196,1.3923390040807802,-0.102311851106606,0.9918210447992242,1.34360738682057,4.3554811011526695,3.85423533486382,3.84852701173382,3.40285921026959,3.97514288163431
5,17939,2.9,-7.15,48,20,3,34,-2,-138,-1,-11,180.0,60.0,82.5,-7.5,-120.0,1.0290890601473799,-0.929437796994932,1.9654164856771104,0.0129805726740528,1.3805658107362397,3.2377336850145095,2.9991263710125398,3.3546901825273103,3.16819751000355,3.3689050258442403
6,17940,3.05,-7.15,48,21,3,-53,161,83,14,-144,45.0,112.5,37.5,-157.5,75.0,2.42534933957518,0.6760896662333951,1.74786545062426,2.8863198092431004,-0.704325104112172,4.2731921750141,2.42684568561349,3.42108102501961,5.24159387950487,2.61042026986207
7,17941,3.2,-7.15,48,22,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,17942,3.35,-7.15,48,23,3,144,-132,0,-26,24,52.5,-82.5,-22.5,180.0,-37.5,2.47345568135864,-0.242306661488385,3.09500148205143,4.50606778153434,0.388224352198847,4.4612738604111,3.4163033730868597,4.51725887310913,8.33012632170737,3.40493024790474
9,17777,2.6,-7.3,49,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,17778,2.75,-7.3,49,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,17779,2.9,-7.3,49,20,3,-167,99,-135,-85,-160,-52.5,157.5,127.5,7.5,-120.0,1.4802642434571,0.3709364838933879,0.923474719133765,2.09804008844861,1.63727950985702,4.013790501653871,3.06722007151363,3.73959291281236,3.73876063239994,3.68794729908325
12,17780,3.05,-7.3,49,21,3,158,132,-129,-102,-5,-157.5,67.5,82.5,-165.0,45.0,1.3559611338320101,2.20790979132295,4.69737501276336,3.61279247328582,0.783434998769621,4.16087997657514,5.02648924626173,6.3834389292602,5.826203431124839,4.56848931942327
13,17781,3.2,-7.3,49,22,3,-25,-33,-37,74,-140,-165.0,-22.5,60.0,75.0,52.5,1.9609609334598899,0.246542352849644,2.22855101038198,1.36905047450296,2.71406273938788,4.3448543725373,3.50750690455275,4.1209475489082,4.41982519354744,4.3123487713301305
14,17782,3.35,-7.3,49,23,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,17783,3.5,-7.3,49,24,3,112,-24,-157,70,-19,0.0,82.5,-105.0,-165.0,-90.0,1.96875616857375,0.6959919516700099,1.2128349033021102,2.91609014178778,0.8923083169519259,3.39422180854976,3.68308729884857,3.4882014287428498,4.14605953141027,3.49486033712322
16,17607,1.1,-7.45,50,8,3,-54,142,108,-1,56,-127.5,165.0,172.5,30.0,-105.0,16.2944575570864,2.3318618041790296,1.03812258606342,1.4080109037086002,0.44166691738877295,9.592115436718471,3.71334785054708,4.18446773132513,3.5057262418869706,3.52279726504183
17,17608,1.25,-7.45,50,9,3,-56,-37,136,-128,125,-127.5,-60.0,22.5,-7.5,-67.5,16.6321548251282,2.68764440366959,3.12504364421989,3.43564573831532,2.11801182487204,9.49477245294564,4.4541362663637,4.32416644975086,5.91018937427655,5.09797347376148
18,17615,2.3,-7.45,50,16,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,17616,2.45,-7.45,50,17,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,17617,2.6,-7.45,50,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,17618,2.75,-7.45,50,19,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,17619,2.9,-7.45,50,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,17620,3.05,-7.45,50,21,3,127,-95,27,-22,-93,-120.0,-142.5,-112.5,75.0,-15.0,-1.3106701753113201,1.6065030342893503,1.37340812840119,0.561519288389036,3.31258527967077,2.5920014929463,3.56257018430914,3.7550664019874604,3.24422459769768,3.9959726587005098
24,17621,3.2,-7.45,50,22,3,77,149,-161,90,120,165.0,-105.0,-105.0,0.0,-30.0,2.1726323109109598,4.415565861407691,0.0748560736969353,0.7923311968190769,0.0508998770134781,4.2936697832402,5.21366771316463,2.8452116309923796,4.01694394640787,3.59339717791063
25,17622,3.35,-7.45,50,23,3,-85,-98,-143,-74,-28,75.0,105.0,-22.5,-15.0,75.0,1.8923203011921101,3.43916099625068,2.05769175382932,0.147372576431337,1.5154305509860801,3.12961131674363,5.58374565288963,4.36800780854927,2.9472769752774197,3.48470697614614
26,17623,3.5,-7.45,50,24,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
